attackLabel,throughputOut,throughputIn,packetsPerSecSent,packetsPerSecRecv,latency,jitter,bytesPerPacketOut,bytesPerPacketIn,bandwidthUtilOut,bandwidthUtilIn,currEstab,passiveOpensRate,activeOpensRate,attemptFailsRate,outRstsRate,inSegsRate,outSegsRate,retransRate,icmpInRate,inOutSegRatio,udpInRate,udpOutRate,udpNoPortRate,udpInOutRatio,halfOpenConnections,uniqueSourceIPs,topAttackerRepeat,uniqueDestinationPorts,sensitivePortsHit,avgConnectionDuration,longConnectionRatio
normal,0.0451,0.033,35,51,0.053,0.027,161.71,81.22,0.0,0.0,0,6.07,0.08,0.0,0.0,36.83,24.92,0.0,2.41,1.478,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.008,0.006,10,10,0.037,0.008,100.4,75.6,0.0,0.0,0,0.0,0.08,0.0,0.0,0.41,0.66,0.0,1.64,0.625,6.08,6.08,0.0,1,0,0,5,5,0,0.0,0.0
normal,0.0399,0.0308,32,46,0.048,0.008,156.38,83.91,0.0,0.0,0,6.92,0.08,0.0,0.0,41.94,28.35,0.0,1.9,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0008,0.0008,1,1,0.084,0.026,98.0,98.0,0.0,0.0,0,0.61,0.08,0.0,0.0,4.07,3.07,0.0,1.15,1.325,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0321,0.0245,25,37,0.047,0.014,161.56,83.24,0.0,0.0,0,6.96,0.08,0.0,0.0,42.12,28.44,0.0,2.78,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0391,0.0284,30,44,0.045,0.007,163.1,80.86,0.0,0.0,0,7.1,0.08,0.0,0.0,42.99,29.03,0.0,2.37,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0009,0.0007,3,3,0.051,0.022,104.67,84.0,0.0,0.0,0,0.0,0.08,0.0,0.0,0.41,0.66,0.0,1.9,0.625,6.27,6.27,0.0,1,0,0,5,5,0,0.0,0.0
normal,0.0065,0.0072,9,13,0.049,0.011,90.44,69.85,0.0,0.0,0,0.49,0.08,0.0,0.0,3.38,2.63,0.0,0.99,1.281,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.003,0.0022,10,10,0.042,0.004,111.8,81.0,0.0,0.0,0,0.0,0.08,0.0,0.0,0.41,0.66,0.0,1.65,0.625,5.28,5.28,0.0,1,0,0,5,5,0,0.0,0.0
normal,0.0036,0.004,5,7,0.058,0.033,91.2,71.86,0.0,0.0,0,0.48,0.08,0.0,0.0,3.25,2.54,0.0,1.27,1.281,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0008,0.0008,1,1,0.047,0.019,98.0,98.0,0.0,0.0,0,0.33,0.08,0.0,0.0,3.05,2.64,0.0,0.99,1.156,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0,0.0,0,0,0.074,0.049,0.0,0.0,0.0,0.0,0,0.58,0.08,0.0,0.0,3.87,2.97,0.0,1.07,1.306,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0373,0.0283,29,43,0.08,0.034,162.38,82.93,0.0,0.0,0,6.88,0.08,0.0,0.0,41.7,28.18,0.0,2.21,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0066,0.0056,8,8,0.08,0.049,102.75,87.25,0.0,0.0,0,0.0,0.08,0.0,0.0,0.39,0.62,0.0,1.47,0.625,5.42,5.42,0.0,1,0,0,5,5,0,0.0,0.0
normal,0.0,0.0,0,0,0.048,0.012,0.0,0.0,0.0,0.0,0,0.49,0.08,0.0,0.0,3.38,2.64,0.0,1.24,1.281,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0,0.0,0,0,0.057,0.01,0.0,0.0,0.0,0.0,0,0.33,0.08,0.0,0.0,3.05,2.64,0.0,0.99,1.156,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0,0.0,0,0,0.04,0.013,0.0,0.0,0.0,0.0,0,0.28,0.07,0.0,0.0,2.62,2.27,0.0,0.92,1.156,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0052,0.0056,7,9,0.099,0.05,93.14,77.67,0.0,0.0,0,0.41,0.08,0.0,0.0,2.87,2.3,0.0,1.23,1.25,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0008,0.0008,1,1,0.041,0.005,98.0,98.0,0.0,0.0,0,0.33,0.08,0.0,0.0,3.04,2.63,0.0,1.15,1.156,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0036,0.004,5,7,0.049,0.011,91.2,71.86,0.0,0.0,0,0.58,0.08,0.0,0.0,3.88,2.97,0.0,1.4,1.306,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0057,0.0065,8,12,0.053,0.01,89.5,67.5,0.0,0.0,0,0.41,0.08,0.0,0.0,2.89,2.31,0.0,0.99,1.25,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0421,0.0314,32,48,0.043,0.012,165.09,82.17,0.0,0.0,0,6.75,0.08,0.0,0.0,40.9,27.65,0.0,2.47,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0016,0.0016,2,2,0.039,0.011,98.0,98.0,0.0,0.0,0,0.0,0.08,0.0,0.0,0.41,0.66,0.0,1.81,0.625,6.43,6.43,0.0,1,0,0,5,5,0,0.0,0.0
normal,0.0,0.0,0,0,0.071,0.026,0.0,0.0,0.0,0.0,0,0.49,0.08,0.0,0.0,3.38,2.64,0.0,1.32,1.281,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0,0.0,0,0,0.061,0.025,0.0,0.0,0.0,0.0,0,0.33,0.08,0.0,0.0,3.02,2.62,0.0,1.23,1.156,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0029,0.0032,4,6,0.043,0.008,89.5,67.5,0.0,0.0,0,0.49,0.08,0.0,0.0,3.38,2.64,0.0,1.32,1.281,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0008,0.0008,1,1,0.051,0.027,98.0,98.0,0.0,0.0,0,0.31,0.08,0.0,0.0,2.87,2.48,0.0,0.93,1.156,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
normal,0.0025,0.002,3,3,0.05,0.01,104.67,84.0,0.0,0.0,0,0.0,0.08,0.0,0.0,0.41,0.66,0.0,1.73,0.625,5.94,5.94,0.0,1,0,0,5,5,0,0.0,0.0
normal,0.0044,0.005,7,9,0.099,0.043,80.0,70.56,0.0,0.0,0,0.33,0.08,0.0,0.0,3.04,2.63,0.0,1.32,1.156,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,43.4021,43.4003,33503,33508,0.026,0.003,162.0,161.97,4.34,4.34,0,7.51,0.08,0.0,0.0,45.45,30.68,0.0,36130.39,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,42.1129,42.1064,32803,32816,0.029,0.007,162.0,161.91,4.21,4.21,0,6.43,0.08,0.0,0.0,38.99,26.38,0.0,31356.49,1.478,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,31.8222,31.8118,24591,24602,0.045,0.017,162.0,161.88,3.18,3.18,1,6.39,0.08,0.0,0.0,38.39,25.93,0.0,25183.37,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,35.283,35.2709,27249,27268,0.044,0.028,161.99,161.83,3.53,3.53,0,6.27,0.08,0.0,0.0,38.36,25.99,0.0,25520.29,1.476,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,33.6834,33.6728,26057,26071,0.039,0.013,162.0,161.86,3.37,3.37,0,7.02,0.08,0.0,0.0,42.5,28.7,0.0,23200.51,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,34.4195,34.4118,26592,26602,0.038,0.013,162.0,161.9,3.44,3.44,0,7.09,0.08,0.0,0.0,42.98,29.04,0.0,25902.08,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,36.7607,36.7529,28411,28426,0.031,0.015,162.0,161.88,3.68,3.68,0,5.94,0.08,0.0,0.0,36.04,24.39,0.0,27005.04,1.478,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,36.0844,36.0724,27875,27893,0.037,0.006,162.0,161.84,3.61,3.61,0,7.01,0.08,0.0,0.0,42.45,28.69,0.0,27620.24,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,38.9081,38.8989,30039,30051,0.039,0.013,162.0,161.9,3.89,3.89,0,7.51,0.08,0.0,0.0,45.45,30.68,0.0,27610.98,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,36.0348,36.0243,27841,27855,0.032,0.003,162.0,161.87,3.6,3.6,0,7.57,0.08,0.0,0.0,45.84,30.94,0.0,21096.23,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,34.2821,34.2711,26492,26513,0.042,0.02,162.0,161.82,3.43,3.43,0,6.4,0.08,0.0,0.0,38.76,26.2,0.0,24776.62,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,36.5128,36.5022,28210,28226,0.033,0.005,162.0,161.86,3.65,3.65,0,7.67,0.08,0.0,0.0,46.44,31.34,0.0,27289.59,1.482,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,35.9634,35.9511,27793,27811,0.063,0.063,162.0,161.84,3.6,3.6,0,6.84,0.08,0.0,0.0,41.47,28.03,0.0,27861.48,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,34.4719,34.4612,26786,26800,0.029,0.002,162.0,161.86,3.45,3.45,0,6.5,0.08,0.0,0.0,39.37,26.61,0.0,26222.84,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,34.3123,34.3059,26538,26549,0.041,0.011,162.0,161.9,3.43,3.43,0,7.17,0.08,0.0,0.0,43.42,29.33,0.0,25350.71,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,32.7435,32.7358,25391,25403,0.038,0.016,162.0,161.88,3.27,3.27,0,6.66,0.08,0.0,0.0,40.4,27.32,0.0,27689.81,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,34.3879,34.3758,26655,26671,0.027,0.006,162.0,161.85,3.44,3.44,0,6.75,0.08,0.0,0.0,40.91,27.64,0.0,24416.05,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,15.8305,15.8271,18388,18400,0.043,0.008,162.01,161.87,1.58,1.58,0,7.33,0.08,0.0,0.0,44.41,29.99,0.0,21039.76,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,34.9537,34.9412,26994,27018,0.028,0.004,162.0,161.8,3.5,3.49,0,6.4,0.08,0.0,0.0,38.82,26.25,0.0,24916.78,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,25.4405,25.4295,19681,19700,0.033,0.009,162.0,161.78,2.54,2.54,0,6.92,0.08,0.0,0.0,41.91,28.33,0.0,26910.27,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,36.1704,36.165,28021,28038,0.026,0.004,162.0,161.88,3.62,3.62,0,6.42,0.08,0.0,0.0,38.88,26.27,0.0,24222.65,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,35.4571,35.4453,27431,27444,0.032,0.015,162.0,161.87,3.55,3.54,0,7.18,0.08,0.0,0.0,43.48,29.37,0.0,27333.31,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,38.1181,38.109,29464,29478,0.051,0.03,162.0,161.88,3.81,3.81,0,7.42,0.08,0.0,0.0,44.92,30.33,0.0,19309.23,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,14.3895,14.3818,19341,19359,0.038,0.012,162.0,161.77,1.44,1.44,0,6.68,0.08,0.0,0.0,40.49,27.38,0.0,26123.42,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,32.7658,32.7553,25382,25395,0.036,0.018,162.0,161.87,3.28,3.28,0,6.83,0.08,0.0,0.0,41.36,27.93,0.0,24694.74,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,34.0772,34.0708,26331,26342,0.027,0.002,161.99,161.9,3.41,3.41,0,7.58,0.08,0.0,0.0,45.87,30.96,0.0,25811.21,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,34.2852,34.2745,26509,26527,0.048,0.034,162.0,161.84,3.43,3.43,0,6.89,0.08,0.0,0.0,41.73,28.17,0.0,24044.2,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,11.3062,11.3004,13406,13415,0.033,0.009,162.0,161.81,1.13,1.13,0,7.17,0.08,0.0,0.0,43.45,29.35,0.0,23439.22,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,25.6143,25.6037,19796,19814,0.048,0.033,162.0,161.78,2.56,2.56,0,6.29,0.08,0.0,0.0,38.13,25.78,0.0,24565.16,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,34.941,34.929,26984,27002,0.047,0.032,162.0,161.84,3.49,3.49,0,7.25,0.08,0.0,0.0,43.97,29.64,0.0,26338.46,1.483,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,36.0844,36.0738,28114,28128,0.033,0.006,162.0,161.87,3.61,3.61,0,6.53,0.08,0.0,0.0,39.57,26.73,0.0,24822.05,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,34.8112,34.805,26869,26879,0.025,0.006,162.0,161.91,3.48,3.48,0,7.34,0.08,0.0,0.0,44.46,30.02,0.0,28031.23,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,37.7562,37.7529,29401,29412,0.034,0.003,161.99,161.92,3.78,3.78,0,6.91,0.08,0.0,0.0,41.89,28.31,0.0,26768.44,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,32.1219,32.111,24875,24892,0.036,0.016,162.0,161.83,3.21,3.21,0,6.84,0.08,0.0,0.0,41.45,28.02,0.0,27083.83,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,37.0768,37.0718,28622,28636,0.031,0.004,162.0,161.9,3.71,3.71,0,7.42,0.08,0.0,0.0,44.92,30.33,0.0,27400.2,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,36.2048,36.1866,28108,28134,0.03,0.004,162.0,161.77,3.62,3.62,0,6.6,0.08,0.0,0.0,40.03,27.07,0.0,27134.47,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,27.5307,27.5231,21280,21290,0.027,0.003,162.0,161.88,2.75,2.75,0,7.67,0.08,0.0,0.0,46.4,31.32,0.0,27098.15,1.482,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,40.0458,40.035,30928,30946,0.038,0.002,161.99,161.86,4.0,4.0,0,7.34,0.08,0.0,0.0,44.44,30.01,0.0,33086.87,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,30.6306,30.6187,23732,23750,0.046,0.024,162.0,161.82,3.06,3.06,0,7.2,0.08,0.0,0.0,43.59,29.43,0.0,28119.06,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,39.8984,39.8878,31091,31105,0.036,0.011,162.0,161.89,3.99,3.99,0,6.93,0.08,0.0,0.0,41.99,28.38,0.0,29204.44,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,38.3704,38.3585,29633,29646,0.031,0.004,162.0,161.88,3.84,3.84,0,7.17,0.08,0.0,0.0,43.41,29.33,0.0,30092.42,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,39.2071,39.1979,30373,30385,0.047,0.02,162.0,161.9,3.92,3.92,0,7.13,0.08,0.0,0.0,43.19,29.16,0.0,28619.46,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,28.1354,28.131,21720,21725,0.028,0.005,162.0,161.94,2.81,2.81,0,7.98,0.08,0.0,0.0,48.26,32.56,0.0,30680.26,1.482,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,39.6547,39.6471,30626,30636,0.024,0.003,162.0,161.92,3.97,3.96,0,7.08,0.08,0.0,0.0,42.91,28.99,0.0,27321.95,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,39.2816,39.2651,30331,30352,0.029,0.004,162.0,161.82,3.93,3.93,0,6.71,0.08,0.0,0.0,40.66,27.48,0.0,28510.31,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,39.2812,39.2766,30603,30617,0.033,0.003,161.99,161.89,3.93,3.93,0,7.51,0.08,0.0,0.0,45.45,30.69,0.0,30229.61,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,21.823,21.8216,20789,20794,0.045,0.018,162.0,161.95,2.18,2.18,0,7.16,0.08,0.0,0.0,43.39,29.31,0.0,29519.89,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,38.7171,38.708,30162,30178,0.024,0.003,162.0,161.87,3.87,3.87,0,6.9,0.08,0.0,0.0,41.83,28.27,0.0,26352.0,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,36.364,36.3504,28247,28267,0.034,0.008,162.0,161.82,3.64,3.64,0,7.08,0.08,0.0,0.0,42.91,28.99,0.0,29252.88,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,37.0687,37.0554,28853,28870,0.031,0.005,162.0,161.84,3.71,3.71,0,6.17,0.08,0.0,0.0,37.44,25.34,0.0,28794.52,1.477,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,24.5405,24.5285,18997,19014,0.031,0.009,161.99,161.77,2.45,2.45,0,7.17,0.08,0.0,0.0,43.41,29.32,0.0,27447.58,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,38.634,38.6205,29926,29941,0.027,0.003,162.0,161.86,3.86,3.86,0,6.52,0.08,0.0,0.0,39.53,26.74,0.0,28526.99,1.478,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,44.357,44.3448,34507,34528,0.027,0.007,161.99,161.85,4.44,4.43,0,6.28,0.07,0.0,0.0,38.07,25.73,0.0,29092.12,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,36.7966,36.7857,28511,28528,0.028,0.004,162.0,161.86,3.68,3.68,0,6.93,0.08,0.0,0.0,41.97,28.37,0.0,34802.27,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,41.1244,41.1135,32017,32036,0.025,0.004,162.0,161.86,4.11,4.11,0,7.34,0.08,0.0,0.0,44.44,30.01,0.0,32373.39,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,45.4059,45.3938,35349,35369,0.024,0.003,162.0,161.87,4.54,4.54,0,5.87,0.07,0.0,0.0,35.6,24.07,0.0,22851.09,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,46.7441,46.7351,36377,36391,0.03,0.008,162.0,161.9,4.67,4.67,0,7.51,0.08,0.0,0.0,45.45,30.69,0.0,35489.45,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,12.0599,12.0572,25761,25771,0.028,0.004,162.0,161.9,1.21,1.21,0,6.51,0.08,0.0,0.0,39.49,26.71,0.0,34280.06,1.478,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,48.1724,48.1603,37394,37414,0.024,0.003,162.0,161.87,4.82,4.82,0,5.54,0.07,0.0,0.0,33.58,22.72,0.0,28873.1,1.478,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,37.9855,37.9751,29581,29594,0.028,0.004,162.0,161.88,3.8,3.8,0,6.85,0.08,0.0,0.0,41.5,28.05,0.0,36217.85,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,44.9941,44.9829,35014,35041,0.022,0.002,162.0,161.84,4.5,4.5,0,6.29,0.07,0.0,0.0,38.12,25.75,0.0,31600.06,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,46.4667,46.4604,36137,36150,0.024,0.005,162.0,161.92,4.65,4.65,0,7.51,0.08,0.0,0.0,45.44,30.68,0.0,35066.53,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,45.9296,45.9266,35775,35801,0.027,0.003,162.0,161.87,4.59,4.59,0,7.17,0.08,0.0,0.0,43.43,29.34,0.0,34678.1,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,46.0927,46.0734,35859,35882,0.03,0.004,162.01,161.83,4.61,4.61,0,5.59,0.07,0.0,0.0,33.92,22.94,0.0,29348.85,1.478,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,45.3139,45.305,35294,35303,0.03,0.004,162.0,161.92,4.53,4.53,0,6.37,0.07,0.0,0.0,38.56,26.04,0.0,33170.48,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,46.74,46.7311,36409,36421,0.022,0.002,162.0,161.92,4.67,4.67,0,7.24,0.08,0.0,0.0,43.87,29.63,0.0,35485.54,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,45.5934,45.5858,35485,35499,0.028,0.004,162.0,161.91,4.56,4.56,0,6.93,0.08,0.0,0.0,41.98,28.37,0.0,35138.45,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,45.7677,45.7574,35637,35652,0.027,0.003,162.0,161.89,4.58,4.58,0,5.67,0.07,0.0,0.0,34.35,23.23,0.0,29172.33,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,47.3448,47.3341,36827,36843,0.024,0.006,162.0,161.89,4.73,4.73,0,6.93,0.08,0.0,0.0,41.97,28.36,0.0,35735.84,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,44.8229,44.8195,34877,34889,0.023,0.003,162.0,161.93,4.48,4.48,0,7.09,0.08,0.0,0.0,42.94,29.01,0.0,31644.67,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,45.6528,45.6363,35524,35548,0.028,0.008,162.0,161.83,4.57,4.56,0,6.6,0.08,0.0,0.0,40.0,27.05,0.0,34587.32,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,46.4735,46.4712,36156,36171,0.027,0.005,162.0,161.92,4.65,4.65,0,6.28,0.07,0.0,0.0,38.02,25.68,0.0,30317.54,1.481,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,46.0356,46.0251,35820,35836,0.024,0.003,162.0,161.89,4.6,4.6,0,6.75,0.08,0.0,0.0,40.94,27.68,0.0,34833.97,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,46.4045,46.3941,36087,36101,0.022,0.001,162.0,161.9,4.64,4.64,0,5.73,0.07,0.0,0.0,34.73,23.48,0.0,26101.21,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,46.7972,46.788,36400,36417,0.029,0.008,162.0,161.9,4.68,4.68,0,6.93,0.08,0.0,0.0,41.97,28.36,0.0,35439.85,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,10.4801,10.4781,24565,24573,0.025,0.003,162.0,161.92,1.05,1.05,0,7.01,0.08,0.0,0.0,42.47,28.7,0.0,35640.18,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,47.9407,47.9347,37278,37286,0.032,0.014,162.0,161.95,4.79,4.79,0,6.14,0.07,0.0,0.0,37.17,25.11,0.0,29400.73,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,48.5846,48.5741,37743,37757,0.024,0.004,162.0,161.9,4.86,4.86,0,7.09,0.08,0.0,0.0,42.96,29.02,0.0,33281.17,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,9.2646,9.261,20816,20832,0.027,0.004,162.0,161.81,0.93,0.93,0,6.84,0.08,0.0,0.0,41.44,28.01,0.0,34849.79,1.479,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,48.6287,48.6154,37785,37802,0.023,0.002,162.0,161.88,4.86,4.86,0,5.63,0.07,0.0,0.0,34.12,23.08,0.0,29325.84,1.478,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,37.0365,37.0258,28793,28809,0.032,0.019,162.0,161.87,3.7,3.7,0,7.01,0.08,0.0,0.0,42.47,28.7,0.0,37201.81,1.48,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
dos,43.6222,43.6162,33855,33863,0.023,0.004,162.0,161.94,4.36,4.36,0,6.5,0.07,0.0,0.0,39.34,26.55,0.0,28153.21,1.482,0.0,0.0,0.0,0,0,0,5,5,0,0.0,0.0
synflood,7.3796,14.847,15926,15835,0.059,0.025,58.25,117.87,0.74,1.48,0,6.91,0.08,0.0,0.0,23410.18,23494.81,98.21,2.22,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,9.2496,18.7701,19955,19969,0.043,0.009,58.15,117.92,0.92,1.88,0,7.07,0.08,0.0,0.0,16693.16,16771.14,91.86,2.22,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,9.8682,19.9121,21235,21145,0.054,0.033,58.19,117.91,0.99,1.99,0,6.42,0.08,0.0,0.0,18308.03,18430.91,135.49,2.63,0.993,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.8253,23.9935,25444,25462,0.092,0.048,58.16,117.92,1.18,2.4,0,6.84,0.08,0.0,0.0,27774.02,27909.99,149.39,2.55,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.7255,23.8293,25272,25281,0.045,0.016,58.07,117.97,1.17,2.38,0,6.69,0.08,0.0,0.0,23517.95,23604.17,99.37,2.23,0.996,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,11.6317,23.5932,25049,25070,0.033,0.006,58.18,117.91,1.16,2.36,0,6.65,0.08,0.0,0.0,25374.86,25463.75,101.94,2.71,0.997,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,4.4038,8.9202,13651,13667,0.051,0.035,58.26,117.87,0.44,0.89,0,6.91,0.08,0.0,0.0,25102.71,25217.49,128.34,2.14,0.995,0.0,0.0,0.0,0,512,512,5,6,1,0.0,0.0
synflood,12.0579,24.4875,25943,25955,0.035,0.003,58.1,117.95,1.21,2.45,1,7.0,0.08,0.0,0.0,31079.87,31215.71,149.43,2.8,0.996,0.0,0.0,0.0,0,512,513,5,6,1,0.0,0.0
synflood,12.2315,24.8492,26356,26366,0.035,0.005,58.08,117.96,1.22,2.48,1,6.91,0.08,0.0,0.0,24754.2,24838.76,98.22,2.13,0.997,0.0,0.0,0.0,0,512,513,5,6,1,13.18,1.0
synflood,12.114,24.6145,26123,26136,0.039,0.02,58.08,117.96,1.21,2.46,1,7.32,0.08,0.0,0.0,26196.03,26283.76,101.96,2.8,0.997,0.0,0.0,0.0,0,512,513,5,6,1,25.34,1.0
